experiment,mode,questionnaire_variable,questionnaire_label,observed_face_fni,observed_questionnaire_value,plot_face_fni,plot_questionnaire_value
5,online,maemuki_score,Maemuki,-0.078529411764705903,-0.026279397989924302,-0.074101847853504696,-0.026648929901374602
5,online,maemuki_score,Maemuki,-0.072794117647058801,0.60563783195362142,-0.070473258805103994,0.60626858835913444
5,online,maemuki_score,Maemuki,-0.1954411764705882,0.0088798384851016005,-0.18433242663741281,0.0082136453296497002
5,online,maemuki_score,Maemuki,0.0029411764705882001,0.79141667299562035,0.0027794490120769001,0.7930244271800565
5,online,maemuki_score,Maemuki,0.055882352941176397,-0.38721709576972729,0.0590899433853889,-0.38332936244355609
5,online,maemuki_score,Maemuki,0.029264705882352901,0.1971083010556694,0.0241977123656998,0.19479842754396551
5,online,maemuki_score,Maemuki,0.89985294117647052,1.1788024353813826,0.89551897665335989,1.1744176449532528
5,online,maemuki_score,Maemuki,0.045735294117646999,1.1147208298524087,0.055946394247934503,1.1229126587082958
5,online,maemuki_score,Maemuki,-0.10073529411764701,0.0122218424850003,-0.10599914402022929,0.00086120879905270001
5,online,maemuki_score,Maemuki,0.24323529411764699,1.0451466418571682,0.24597200636804481,1.0415847541862071
5,online,maemuki_score,Maemuki,-0.60338235294117648,-0.0058596617807143,-0.59985699141369975,-0.0014738364204103999
5,online,maemuki_score,Maemuki,0.25249999999999989,1.239460076960077,0.26135035870137119,1.2455372028217384
5,online,maemuki_score,Maemuki,0.4677941176470588,0.8232373863952811,0.45892030202437961,0.81918170248062916
5,online,maemuki_score,Maemuki,1.4035294117647059,0.88670603275866433,1.4014065836599918,0.88524524982432973
